emotion,utterance
sadness,"Last year, my wife and I got a divorce after being married 8 years. It was so strange without her and the kids here at the house."
sadness,"looks like we have something in common, when i walk through my house, the rooms are empty. There are no one here but me i know, i am trying to cope but the emptiness is unbearable"
sadness,"I have no friends and I am lonely No, it is difficult to meet people in my area because I like in a farm. I only talk to the animals Can you be my online friend?"
sadness,my brother would've turned 34 today. he died 2 years ago and It still hurts so much yes we were. He moved to the different country but we spoke pretty often
sadness,"My dog had cancer and the vet advised us to put our dog to sleep today. I am soo upset, and worse I have to tell the kids when they get home."
sadness,I am sad that I won't get to see the movie I want to see I wanted to see the First Purge Because I didn't have a ride to the movies
sadness,Since I moved to dallas I have not met any friends. I go to work and school and just come home. I agree. It gets boring at home alone with no one. I agree. This weekend it is!
sadness,"when my Grandparents died, I was extremely upset for a few months I was really close with my Grandpa on my father's side. I used to spend every summer with them when I was as child"
sadness,"So I moved away from my parents not too long ago. It's been a big change. Out of state. I'm by myself now, so it's pretty quiet! I miss them a lot."
sadness,"My family is still hasn't recovered from the untimely passing of my father two years ago. My siblings and I are managing, and have found some peace. My mother is a different story. It was just so sudden and unexpected."
sadness,"I there, dont know what to do, jst broke up with my girlfirned, we were 8 years together Yes we decided together with our minds, and know i come home and feel so distant from the world"
sadness,"My hamster Donatello just died. I had him for two years. He was my best friend. Exactly, I just don't know how I'm going to get over it. I don't want another hamster I want Donatello back."
sadness,"My dog, riley had to be put to sleep due to congestive heart failure It was one of the hardest things I had to go through but I know that Riley is not suffering anymore so that helps"
sadness,"I watched out the window for visitors to my house today, it was saddening. No one came to visit. Just a little, but I feel so lonely it might be worth it."
disgust,"Another girl was flirting with my boyfriend at a networking event and i felt rather envious,"
disgust,I was at the store today and I dropped a jar of pasta sauce. It shattered and sauce got all over the floor.
disgust,I had a dinner date with a old friend but I was so tired that I told her I had a emergency the last minute now I feel so guilt-ridden.
disgust,"I am a stay at home mom and my son is always with me. Sometimes he uses language like I do, curse words."
disgust,My son got a cool remote control car for his birthday. It was really cool. After he went to bed I took it outside and played with it for a while.
disgust,"My younger sister is constantly going to concert after concert, travelling across the country. It's not that I want to go to so many concerts--I just wish I had all the money she has to be able to afford it!"
disgust,My sister in law is always thinking of herself and not taking anyone else's schedules into account.
disgust,"My sister in law planned a get together during a time that we couldn't go, but asked to take my daughter instead."
disgust,My house is a mess and I've got people coming over later this evening.
disgust,It really bother me when people come into where we live at night and ride their dirt bikes
disgust,I once went to a pizza place and found a hair on my pizza. I was grossed out.
disgust,I had a few friends over recently. One of my friends brought a guest who puked all over my carpet. it was gross.
disgust,"My neighbor bought a new Tesla, it's beautiful. I get a little mad every time I see it in the parking lot, especially as I'm riding past it on my beat up bicycle."
disgust,"We were camping, and I thought everyone was outside.  I accidentally opened up the bathroom door on my step-daughter."
disgust,I walked around our area seminar for the job with my shirt inside out and pants zipper down it was so awkward when several people brought it ti my attention.
disgust,"The store I am ordering from won't ship to Canada, even though I found the perfect present for my brothers birthday."
disgust,"I fell walking up the stair today. There was a large group around, and people laughed at me."
disgust,"I kept getting stuck behind a man on his phone in the grocery store yesterday. Somehow he managed to always be in the same aisle as me, and always take up all the space. He was really loud, too."
disgust,I went on a date with my ex's best friend while we were dating
disgust,I went to bed early last night and still woke up tired. It gets on my nerves!
disgust,"For mother's day, my son had to fill out a paper in school.  He put on there several times mommy says a lot of bad words."
disgust,I felt bad that I lied to my friend and said I didn't care when I really did.
disgust,"I cheated on my ex girlfriend, and I felt bad about it ever since"
disgust,I am so annoyed I was billed twice by accident. But it keeps happening.
disgust,"I had a doctors appointment at 9 am, I had to wait an hour and a half to even start my appointment."
disgust,I was on lunch and my coworker made me laugh. I pee'ed my self.
disgust,I bought two pairs of shoes. But i didn't try them both on the second set was two right shoes.
disgust,I forgot that I had made plans with my mother over the weekend. We had been planning it for a few days I feel awful.
disgust,"This is terrible, there's been this funky smell in my kitchen. It's been getting worse but couldn't find it. Yesterday, we found a leak under the sink and old leaking water smelled bad."
disgust,I went to a restaurant and when they brought my food out it had hair in it I was so sicken and upset.
disgust,My favorite football team lost their preseason game I talked so much smack before the game for them to loose I feel so ashamed lol.
disgust,Once on my way to work I slipped getting off the bus. I just laid there on the ground until the bus drove away. I wanted to hide in a cave forever.
disgust,I come home from work and my parents are always arguing. It frustrates me.
disgust,"I had a customer sign the wrong form today, I feel bad because I'll have to ask them to sign something again."
disgust,"I was needing to take my dogs out for a walk before leaving for work, but my neighbor was outside with her aggressive loud dog in my way."
disgust,I felt a bit sad when i saw an elderly man drop his wallet and a kit picked the wallet up and didn't give it back to the man
disgust,I get annoyed when adults don't seem to be able to clean up after themselves -- especially at work! Who do they think will clean up after them?!
disgust,"No matter who comes to the door, my dog barks. He's such a nuisance, but I love him."
disgust,"One time when I was in Kindergarten, I needed to go to the restroom. The teacher did not let me, so I peed myself"
disgust,I borrowed a book from a friend and left it outside. It got ruined by the rain.
disgust,"Well, last night I was so fed-up with the racket coming from the upstairs apartment, I put jazz music on quite loudly and went to bed. I really shouldn't have done that!"
disgust,i was so grossed out when a friend of mine threw up on me at a party. i stood there not knowing how to react for a moment.
disgust,I spilt wed wine on my moms red carpet and blamed it on the cat.
disgust,"I was getting ready to make a sandwich, when I discovered that the bread that I was going to use has mold on it. Gross!"
disgust,"i dont like when my girlfriend goes out to the club alone, i get really jelous"
disgust,I always say i hate when other moms shame each other but I do the same thing
disgust,"Last time I got really drunk, I told my girlfriend that I thought her best friend was really attractive. I felt so embarrassed the next day, but she forgave me because she knows I'd never do anything wrong."
disgust,My daughter does not share things with me. I found out that she was moving out from my other daughter
disgust,"yesterday i notice people were laughing behind me, when I finally got to my desk, a coworker pointed out that a postage stamp was stuck to the back of my head"
disgust,"Thinking I'm talking to my mom, but it turns out to be my mom's friend"
disgust,I forgot to get my son a bag of chips from the dollar store when I went out today - especially since I told him I'd pick up some on my way home.
disgust,"at work I kept on hearing people laughing behind me, when I got to my desk, my coworker pointed out a postage stamp was stuck on back of my head"
disgust,I'm getting very frustrated with how often my bank calls me. I prequalified for a mortgage on the website last week and they've called me 3 times a day ever since.
disgust,I get so mad when I watch shows about animal shelters and see how many people abuse animals.
disgust,"There's a woman at work that will not listen when you try to explain a work task to her and will end up making many mistakes, which causes the rest of us more work. It's very frustrating and aggravating!"
disgust,"a neighbor down the street  just bout a brand new Lexus, Man, why can't I get one"
disgust,I slipped and fell in the restroom last week. The floors desperately needed cleaned.
disgust,"Once, I had plans to meet up with an old flame. I got to the spot and spotted her from across the room. She gave me a big hug, and then introduced me to her new boyfriend."
disgust,I spent ten minutes looking for my car keys while my friends were waiting for me and they were in my pocket the whole time.
disgust,i live next to a football field and every football season i hate living here.
disgust,I made a really inappropriate joke about someone I work with to other coworkers and it got back to them. I feel really bad about it.
disgust,One time I knocked some things off a shelf. I could feel my face turning red.
disgust,One time I saw my dog try to eat my nephew's dirty diaper. It was really gross.
disgust,My friend recently went on a beach vacation and I really was ready to go on vacation myself. She had already been several times that year so I begrudged her vacation a bit.
disgust,I tried to spin my ball while bowling and ended up just throwing it. My face was so red!
disgust,I recently forgot I owed a little bit of money to my mother in law for something. It ended up being ok but being reminded wasn't that pleasent.
disgust,I had my t-shirt fly up in the wind and accidently flashed some people
disgust,I am ashamed when I don't have enough money. When I go out with friend I have to order the cheapest thing on the menu because I am counting pennies.
disgust,I had such a huge spider ran past me in the bathroom. I am so grossed out by all the bugs here!
disgust,"Last night I was trying to get some time to myself, but the kids were screaming and my friend was fighting with her mom."
disgust,I recently went to eat a restaurant that was not very clean. The whole place had an odd odor and made me uncomfortable.
disgust,"My sister leaves her clothes all over the living room. I get so irritated and I always tell her, but she seems to very lackadaisical."
disgust,"I had a friend's boyfriend that hit on me, even though I am also married, and he was with my good friend for 5 years! He makes me sick!"
disgust,I was trying to watch my favorite show on tv and my husband kept talking to me.
disgust,This old lady ran a stop sign the other day and almost hit me when I was in the crosswalk on my bike. I wish people would pay attention to pedestrians.
disgust,"My cousin has the perfect life, a loving boyfriend and two beautiful kids. I wish I had that."
disgust,My wife recently spent way more money on clothes than she told me. I wish she would have just told me how much it was. It made it worse to hide it.
disgust,i didnt shower for a few days and had an important meeting. I could tell that they could smell me. I became a tomato
disgust,"We were visiting my husband's grandma and she asked about the rain hitting us. I thought she meant on the way to see her, but she didn't."
disgust,I stole a candy bar from a local gas station. I am not pleased with my actions.
disgust,"I had to go to a store to return a toy my nephew took. He's only 4 so he didnt realize it was wrong but still, not fun."
disgust,"I was holding my son over my head, playing with him. A few seconds after doing so, a gush of throw up hit me in the face."
disgust,"I was bathing my dog in the backyard this weekend, and she got loose. She then went and rolled in the dirt getting extra filthy."
disgust,I bought something from the store and the lady gave me the wrong change. She gave me too much change actually. I did not realize until later after I left the store.
disgust,One time I tricked my butler into thinking he had won millions of dollars in the lottery. He quit his job and insulted my family before discovering that my cousin and I had tricked him. Now he's homeless
disgust,My friend won $500 in scratch-off lottery tickets. I think the lottery is pretty dumb but I would have loved to be in her shoes!
disgust,"i recently burned my hair with my hair drier and it looks so bad, i wonder what people think when they see me with my hair like that"
disgust,I made plans to have a family cookout but it started storming I was so irritated.
disgust,My cat last night wouldn't stop trying to get me to play with her. She kept jumping in the bed and meowing!
disgust,I ate the last piece of pizza and didn't know my husband actually wanted it and I am feeling pretty bad.
disgust,"While in college, I was in the running for a scholarship. Despite being fully qualified to receive it and meeting the criteria, it was given to someone else. I really wanted that scholarship."
disgust,I just finished watching a movie and it was so gross. I don't normally like watching gory shows but my husband wanted to watch it.
disgust,I felt sick and sorry when i lied to my girlfriend about kissing another girl. I feel evil
disgust,"I had a flat on the way to work this morning.  When I went to change the tire, the handle to my jack was missing. I had to use a screwdriver to work the jack, and it sucked."
disgust,I watched a woman being very disrespectful at the mall to another woman of color.
disgust,I was pretty envious when my best friend went on a 14 day cruise to Europe.
disgust,I was in a rush this morning and I dressed my self in stained clothes. I feel so dirty today. :(
disgust,I find it appalling how my husband's family is acting now that his grandfather has passed away. There are all being so childish and selfish. My husband and I really don't understand why they are acting this way.
disgust,I really wanted to go on this fruitarian trip to Bali butI could not get off work. My friends went without me.
disgust,I feel bad because I do not feel anything for my husband ... but I feel bad I do not dare to tell him
disgust,I work in tech support and customers often get mad because they are trying to do something our software cannot do.  They then demand I fix it.
disgust,I was so embarrassed when i threw up in public one day. I was feeling really sick and i couldnt help it.
disgust,i hate when people try to cut lane in traffic without putting their signal it really makes me angry
disgust,Often times my kids like to come tell me EVERY detail of what they are doing in a video game. It was cute at first but its getting annoying.
disgust,"I try my best not to be jealous, but I saw my girlfriend giggling with some other dude."
disgust,"When I can home, my cat was laying on the pile of laundry that I had pulled out of the dryer before work. Now it's covered in hair."
disgust,"When i was a kid, my sister and i stole one of my moms checks from her checkbook and ordered a pizza. When she found out she was so mad! I felt terrible about it."
disgust,"My boyfriend has a female friend who he sometimes chooses to hang out with over me. We had a date planned last week, but he cancelled it to go to the movies with her. It's so frustrating."
disgust,"I remember one time when I wore a Halloween costume that I'd been looking forward to wearing.  But I spent the whole night covered up in a cape, because I was self conscious of how I looked in it."
disgust,My high heel broke in the cement the other morning and I had to wear them all day at work. Not a good day!
disgust,"I was on a bank robbing spree with my best friend. He got caught with half the cash, and is currently doing 30 years. I managed to escape to the Bahamas, and sometimes I still think about him."
disgust,I ordered a hamburger and when I got it there was a hair in it.
disgust,I went to the petstore with my dog and he had an accident in front of everyone. He had the saddest look on his face.
disgust,I caught my girlfriend kissing her ex at a party the other night.  She seemed to really be in to it.  I got pretty upset.
disgust,One day I found out that my boyfriend was texting his ex-girlfriend. I think he likes her more than he likes me
disgust,Close friend has an unlimited stream of money from her parents. Always wishing I was able to do the stuff she does and not work.
disgust,I work for a company and we just found out the the person who works in our accounting department has been stealing money from us for years. It is revolting.
disgust,I coupon at groceries stores on a regular basis. It is really frustrating when the cashier does not understand coupons. Sometimes I feel like the companies should train their employees better when it comes to coupons.
disgust,"Our marketing manager at work recently added a ton of new tasks to my workload that weren't part of my job when I was brought on. I'm a little irritated, like she's passing her work off on me."
disgust,I love Pirate peanut butter cookies. I'm really stressed today so I bought a box of those cookies and ate an entire sleeve of them. I feel pretty bad because I wrecked my dieting for at least two days.
disgust,"My dog sheds so much I have to vacuum my room practically every 4 days if I don't want little tufts of fur everywhere. I'm so irritated, but it isn't his fault and I love the big goof."
disgust,"The other day I was running late. So, I jumped up and threw on some clean clothes. After I did half of my errands I noticed the shirt I was wearing was stained all over with grease."
disgust,"My friend Maria and I had plans for brunch. We were supposed to meet at 11, but she didn't even call me till 3. I had work at 5, so the day was a waste."
disgust,"Something which really irks me is someone queue jumping. The other day I was standing at the deli counter of my local store and some guy just walked up and started asking for stuff. The employee served him, too."
disgust,My dog went number 2 in the house in the middle of the night and ate some of it.  The next morning it threw up everything and it was the worst smelling thing I think I have ever smelled.
awe,We read the Bible to our son every night.  Sometimes he will use his leanings and relate them to life.
awe,My son graduated pre-school.  I know it isnt much but its the first step in his life...or at least school career.
awe,The other day at the skatepark my daughter went down the big ramp! It was so cool to watch her go.
awe,My little brother did so good on his finals. I was shocked considering he did not study.
awe,I bought a used car a couple months ago and I have to say it's holding up really well for a 6 year old car. It's like new.
awe,A friend was able to fix a problem I was having.  It was something I couldn't figure out how to do
awe,My son's soccer coach said nice things about his play last year and told me he would do what he could to get him on his team this year as well.
awe,I was so excited of my daughter when she was accepted into Harvard. She worked so hard through high school and has achieved her dream.
awe,My son has been saving for 3 years and just bought his first house!
awe,My daughter is finally potty trained! I'm so happy and will save lots of money not buying diapers.
awe,I watched a man make a small table out of chocolate and it looked real.
awe,A friend was able to build a desk in just a few hours.  I feel like it'd take anyone else half a day at least to do it
awe,Yesterday I did my monthly pilgrimage to the grocery store. My Lyft driver helped unload my groceries (there were SO many!) and offered to help carry them upstairs to my apartment.
awe,I can't believe I passed my graduation tests. I didn't even have to retake any of them.
awe,"i felt really proud when i won my poker tournament, there was a lot of people so it was really hard"
awe,"My girlfriend got let go of a job a while back, and she ended up getting a better job with better pay!"
awe,I went to a karaoke bar with a guy I was dating and he sang really well. I didn't know he had such talent
awe,When I took my daughter to the skate park she was able to ride up and down a lot of ramps. She was way better than I expected.
awe,"The teacher I had for Calculus 2 was so awful, I had to learn the course all on my own. I was able to pass the course and I felt so good about myself."
awe,When my daughter was born they thought she would never be able to attend school and basically be mentally retarded. Now she is a normal A-B student and just started the 8th grades.
awe,I saw a dodge viper in the parking lot yesterday. Probably one of the coolest American made cars!
awe,I finished a major work assignment in a short amount of time.  My supervisor was pleased with the results
awe,"While in college, I received a prestigious award. While it had been available to be awarded for some years, I was the first recipient."
awe,I was impressed with my friends work ethic when she stayed awake for 36 hours to study for a final exam.
awe,My huband cooked dinner and cleaned house today. He also helped with laundry and let me sleep in. He has been so kind and helpful.
awe,I'm impressed by the contestants on Face Off and their abilities to imagine and create new creatures.
awe,I watched Wimbledon on TV over the summer for the first time. Those tennis players are so good!
awe,"A few years ago, I graduated college and took the test to earn my teacher certification. I passed, and was able to quickly get a job."
awe,"Last week I saw a three piece rock band that sounded so huge that I was sure they were playing with a backing track. I asked their tech, and checked their equipment and guess what!? It was just them!"
awe,"I just performed my first triple spin twirl in ice skating, I never though I would have the balance to perform such a feat!"
awe,I felt like I was on top of the world when I won the science fair in middle school. No better feeling than that for a small child.
awe,I was working with my daughter teaching her some things. I pointed to something and she actually knew what it was when we had never discussed it before.
awe,"I took my wife surfing for the first time today. within an hour she was riding waves, Color me impressed!"
awe,On the way home yesterday I hit 155 in a VW on the Autobahn
awe,I finally finished writing the book that I've been working on. I'm proud of my work and can't wait to get it published.
awe,"I was recently helping my dad with some stuff, and we had to move some heavy things.  He was able to keep up with me pretty well."
awe,"When I bought my new car, I couldn't believe how smooth the ride was. I thought it would be much rougher."
awe,I always have a sense of pride when i watch my kids. Their each achievements warm my heart
awe,I was stunned to see how beautiful angelina jolie is. I saw her the other day in a restaurant
awe,At a track meet I saw one of the half milers way out of the other runner's league.
awe,"When I saw my sister's artwork for the first time, I knew that she was going to go far if she really applied herself. She is so talented at such a young age."
awe,My son and wife live out west and I live on the east coast. They called to say they were on their way for a visit.
awe,I just got Hulu Live! It has blown my minds all the things you can watch on it. Great value for the price!
awe,My coworker gave a really good presentation at work today. I was pretty awed by the work that she put into it.
awe,One time I saw a man swallow a sword. It was scary to watch but he turned out fine.
awe,"He actually came back with a gold medal, I was actually doubting him for a while."
awe,My son came home today and was working on homework. He said he didn't know it then proceeded to get it all right.
awe,I beat level 150 on my favorite game Grim Dawn this morning. I've been grinding levels all week!
awe,I saw angeline jolie the other day. She still looks like the most beautiful woman in the world
awe,"My cat taught himself how to use a human toilet. I don't know how, but it was pretty cool. I was in awe that he just figured it out without my intervention."
awe,Today my daughter went down the big ramp at the skate park. It was so cool to see her zoom down it. It made my day!
awe,I nailed the review for this year and was able to get an okay raise!  I also am up for promotion if the company gets bigger!
awe,My son is getting ready to go into the military! I am so pleased with him.
awe,"I was unable to access the printer at work, and a coworker showed me a fool proof way to find it."
awe,I have recently become vegan because of health reasons and I am very impressed with the food.  I have found some amazing recipes that make me not miss meat at all
awe,My neighbors built a treehouse for their children in just one week! I couldn't believe how fast they completed the project!
awe,"I don't usually feel arrogant, but today for some reason I did even act that way."
awe,My little brother passed his summer school this year. He didn't believe in himself but my family encouraged him and he did it; I'm so happy for him.
awe,My friend is so shy and today she outshined herself by winning a singing contest at school!
awe,My husband just ran a Marathon. He had no training I was blown away by him.
awe,My son finally graduated from Harvard. He's worked so hard for this his entire life.
awe,I was so shocked with my daughter today. She is learning how to share at Pre-school and is doing so well. Love that she is learning so fast.
awe,My daughter practiced her gymnastics skills every day all summer. She made this team after all of her hard work.
awe,I was able to find a new job after being fired.  I felt like it was an improvement over my last one
awe,I can't help but sit back and think what a great mother my daughter has become. She recently had a baby that was premature and is juggling so many things at once but is doing a great job.
awe,I was recently quite happy with my husband this last weekend. He can amaze me with some of handiness and ability to do so much around the house!
awe,One time there was this really cool person I was talking to on a chatroom
awe,I like to watch music and guitar covers on YouTube.  There's a lot of talented people out there.
awe,My brother came out on the news because of a new charity he's starting.
awe,Had a great day! My daughter is learning how to say so many new words.
awe,I watched the president of my work association speak and I didnt know he could speak that well. I and the rest of the room was with awe
awe,One of my much younger sister's is starting college in a couple weeks. I am so excited for her.
awe,I finished a class and most of my classmates got an A! It took a lot of work.
awe,By brother won a scratch off sticker lottery ticket! He is giving most of it to charity.
awe,"I was very happy about a time when i saw an elderly lady being helped by a younger male , its nice to see people still helping others now days."
awe,"The new girl at work has very little experience, so I was very shocked at her well done performance."
awe,I managed to get all my school shopping done so the kids are ready for school next week!
awe,My brother paid for his college tuition out of pocket debt free no loans I am so influenced by this I want to do the same.
awe,"My son recently had a birthday, and we had quite a few people over to celebrate.  He told everyone thank you without being asked to."
awe,I never believed my grandpa was a rockstar until he jumped onto the stage and bit the head off of a bat. Then he belted the words to 'Crazy Train' and jumped out into the audience! Wow!
awe,"My eldest niece graduated High School recently. It's absolutely wonderful as she's worked so hard to do well and she totally deserves it. She helps take care of her disabled younger sister too, which is a lot for a teenager."
awe,I have been able to stick to a consistent workout routine for the past few weeks.  I look so much better as well
awe,"I'm so close to obtaining my associate's. I only have three more classes to take. I've been at it since 2011 (!), but I just got serious in 2016."
awe,A friend of mine got a new high paying job.  I didn't think he could do it but he somehow pulled it off
awe,"I recently saw my friend's new car. He has a great, smooth ride that raises eyebrows."
awe,I was proud when my brother graduated college.  He had to work hard but he got through it.
awe,I worked on a team based project with co-workers.  We were able to successfully complete the project and our clients loved it
awe,I am so impressed by my current boss. He is a terrific example of leadership in every way.
awe,I am impressed by leaders who know it's best to surround themselves with people who are smarter/better/more experienced than themselves in some areas.
awe,I'm training a new girl at work. She is doing so good for her first week!
awe,"i get shocked at how the growth rate of video games is off the charts, video games have com such a long way"
awe,I saw a magician pull out a rabbit from his hat. It was unbelievable!
awe,My brother graduated from college the other day. I was so happy for him. He put in so much work.
awe,My son amazes me.  He currently has enough merit aid to pay for 2/3 of his college tuition!
awe,I saw a guy deadlift 700lbs at the gym the other day. I was in awe.
awe,"I was blown away when my six year old nephew solved the Navier-Stokes existence and smoothness problem. He will be getting the million dollar prize for it, which I hope he doesn't blow on cocaine and beef jerky."
awe,A friend of mine during college got invited to try out for a major league baseball team. He ended up making their minor league team.
awe,My 6 year old daughter couldn't understand how to use a gaming controller. after a few days she had figured it out on her own.
awe,I went to see Hamilton last month in NYC. I sat there in such awe at the majesty of their performance.
awe,I put in a lot of effort and energy and I found a new job. It's an online teaching position and I feel so good about myself.
awe,My husband just got a promotion at work!  He has worked so hard to get this and I am very excited for him!
awe,i was pleasantly taken aback when i saw hamilton. Lin manuel is a true genius!
awe,I am on vacation in Bali and I want to move here so badly. It is the most beautiful place in the world!
awe,my girlfriend just got promoted at her job. I am really glad for her.
awe,"I got the A honor roll at my school, I was so happy and a bit smug about the whole thing."
awe,"I think my husband is great, in just 3 years he has become the best assistant manager in the his market."
awe,"I saw Dubai from the airplane one day, never went into the city, but wow it was a sight to see!"
awe,One of my friends did jumped from the roof of his house to his pool and managed to actually make it into the pool. It was a good 10+ feet of distance
awe,"My son got his first professional contract with a football team. He worked so hard, and really deserves it."
awe,I could not believe how well my friend's niece did at her dance recital
awe,"A friend of mine was having a hard time finding a job.  After months of hard work, he finally got an interview"
awe,We recently got a new puppy. My older dog waits his turn and knows the puppy should go outside to the bathroom first.
awe,"One of my cats managed to lock himself in the bathroom the other night, and I still can't figure out how he did it. That's pretty amazing for having no opposable thumbs."
awe,My husband has a cousin who is good at everything. He is so young yet he owns his own business.
awe,"I saw a someone doing a double front flip at a BMX park with his bike, it was crazy."
awe,"It took me until I was 30, but I finally graduated college with my bachelors in Chemistry. I'm so happy to have fulfilled this goal."
awe,I left my old job to better myself and I have my old supervisor to thank for that and for influencing me to branch out.
awe,I watched a guy pick up the back of a pick up truck showing off for some of his friends. It was quite the sight.
awe,My sister got a promotion at work last week! She is an accountant for a college in Alaska. She's been working their for years so I'm glad they saw her dedication :)
awe,I went to a book release party yesterday. Yes. It was a good friend of mine. She got a novel published! She also has four small kids. I'm not sure how she does it all.
awe,"My mom spent a lot of money buying me a computer for my birthday Yes, I love my mom and I will give her something even better for her birthday!"
awe,"I have a buddy who decided to take up playing guitar a few years ago. I tried, lol.  I recently heard him play for the first time in over a year.  His skill levels astounds me."
awe,My girlfriend recently found herself a new hobby in sewing She's super talented. She made a few dresses and cosplay within a month. Yeah! I was surprised she could pull it off in such a short time.
awe,"I can't believe he did it! I just went to my brother's graduation ceremony at Princeton. Oh yeah, definitely! He put in a ton of work and it all paid off!"
awe,"Sometimes we have angels, called friends, I'm happy because God sent me mine We are 12 years old, but we have had difficult moments, but we have overcome it That's right ... I'm happy"
fear,I started a new job last month I was very nervous on my first day.
fear,"My husband usually gets a large bonus each year around this time, but there's no guarantee. It's hard waiting, and not knowing!"
fear,I was hiking in the mountains and walked up on a female bear with her two cubs.
fear,My parents have not gotten over the loss of my sister. They need to get some help from a trained professional.
fear,"I thought I saw a ghost once in my old apartment, it scared the hell out of me!"
fear,"My friend really wanted me to go rollerblading with him, but I haven't been rollerblading since I was a little kid. I didn't want to roll into a car."
fear,I have a really big game coming up this weekend. I haven't played soccer since I was a kid and have been really nervous about joining an adult league.
fear,Bills and mortgage payments are comming up.  I am working hard to make sure I can satisfy them.
fear,I've just been to see my orthopedic surgeon. He has suggested an operation to fix my hip. I'm worried about it as surgery is quite stressful.
fear,I was challenged to a dare by my best friend. I had to spend the night in a cometary with no flashlights or tents just a rolled up sleeping bag.
fear,"I have to take a plane trip next week, I'm not looking forward to it."
fear,I was excited to go to a concert tonight but couldn't get myself to go by myself at the last minute and so I bailed. I'll probably regret it.
fear,"I got into a car crash when i was younger. A person T-boned my car when they failed to yield. I can still remember the squealing tires, and the sound of glass breaking."
fear,"i am really scared of spiders i cant stand them, i think it is my worst fear"
fear,We need a new roof and it seems like so many roofers have good and bad reviews. Trying to find one we can trust has been hard.
fear,"When I applied for the job I have now, it took them almost a month to get back to me.  I contacted them two or three times and they kept telling me they were working on it."
fear,"Someone broke into my apartment last week. I was not home at the time, but now I worry that they will come back."
fear,"ive been feeling really nervous for the past few days and i cant quite tell why, Nothing is specifically going wrong but on the other hand it feels like something is going wrong"
fear,"My husband and I both work for ourselves, so as the end of the month approaches, we can sometimes feel a little worried about bringing in the funds we need."
fear,"I sent an email to a family member I hadn't spoken to in a long time, I really didn't know what they'd say or how they handle it. Waiting for a response made me quite nervous."
fear,One time a hurricane hit my city and it was so windy I couldn't sleep that night. I thought the wind would tear the roof off of the house
fear,"Last semester, I had to give a presentation. My stomach hurt from the nerves."
fear,I was at the park today and almost stepped on a rattle snake. I almost jumped out of my skin.
fear,I was at Wal-Mart the other night and a man came up to ask me for gas money! I was a bit guarded because he exited a vehicle that had two other men in it staring.   It was weird.
fear,I've got a job interview set up for next week and I'm really nervous!
fear,"My son had to have surgery to remove his tonsils last month. I know it's a routine procedure, but I could not sit down for the entire time and I was so relieved when they said everything went just fine."
fear,I have been having a lot of anxiety lately. I made an appointment with a psychiatrist
fear,There was a dog outside my house the other night just howling at my window. I don't own a dog and I'm on my own 3 acres of land.
fear,"My cat hasn't been feeling well this past week, I think there might be something really wrong."
fear,my daughter moved to California and a few months later she got in a car accident and was on the other side of the country so there was nothing I could immediately do.
fear,"I was so scared of tornadoes growing up -- whenever tornado warnings happened, I was extremely frightened!"
fear,"My boss tells me I need to go to school to become a doctor instead of nurse, but I feel its alot of time and money to do so."
fear,I took a huge test today and man it made me so nervous. I really hope I did well on it.
fear,"I put in to get a promotion at work, and I should know something either way by tomorrow."
fear,"I have an appointment soon with my orthopedic surgeon, when he's going to tell me whether or not he can operate on my hip. I so want everything to go well, but am worried he'll say no, can't do it!"
fear,I like to work with people who are fast on their feet and get things very fast.
fear,I went to a really sketchy part of town once. Just being there put me on edge.
fear,One time someone came to my door with a gun. He wanted money but I didn't have any so he stole some items from the house
fear,"I went to an underground cave recently, i was pretty nervous and wanted to back out a few times."
fear,"The other day I seen a guy tweaked out on drugs at the grocery store. He seemed a little unpredictable, so I used the other door to enter the store."
fear,"I was feeling a bit apprehensive lately, since my children are going back to school. One to college, the other to high school. They grow up so fast!"
fear,I almost lost my mind the other day when I heard gunshots right outside my house. I thought someone was going to come in and shoot me!
fear,"One time, my friends were daring me to jump into a cold spring with them from a height of like 40 feet. I was a bit nervous to say the least."
fear,When I started college I moved to a new state where I didn't know anyone.
fear,We went with our friends to a local lagoon. There are huge cliffs to jump off of. They dared me to jump off of the highest one.
fear,"I decided to go back to school this year. I'm was pretty hesitant at first, but now I'm excited about learning more!"
fear,I once had to board a long haul international flight immediately after a major travel alert was issued.
fear,"I was recently waiting to hear the results of a medical exam. Fortunately, in the end it all turned out ok. But it was nerve wracking."
fear,I felt so nervous when i went to meet the parents of my girlfriend. I was sweating all over!
fear,I went to a movie and afterward my wallet fell out of my pants. I didn't notice till I was half way home. It was the last showing and I didn't know if I could get it back.
fear,"My step-daughter turned 16, and I'm not confident in her driving abilities.  She gets too distracted by her phone."
fear,"Im so nervous, have a big exam coming up. I hope I do good."
fear,"Whenever I have to give a presentation, I get so nervous. Mentally, I don't really care, but my legs shake, my heart pounds, and I speak too quickly. Being the center of attention makes me feel that way"
fear,A dog chased me down the street the other day. It was such a scary experience
fear,I feel scared of the future because it's so uncertain. I feel like I always have a lot to lose.
fear,"One of the neighbors has a white husky dog. I was walking one day and it approached me and started growling, i thought it was going to bite me."
fear,I was terrified when i went to watch the conjuring movie in the theatres. i went at night and alone as well.
fear,I think I am going to have to serve on a jury and I am terrified.
fear,My car has been having problems.  I'm worried it won't make it in the future
fear,One time I saw a creepy person run towards me in the night out in the streets
